Date,Time,Price
1/1/2008,00:00:00,83.33184446701954
1/1/2008,00:15:00,83.33184446701954
1/1/2008,00:30:00,83.33184446701954
1/1/2008,00:45:00,83.33184446701954
1/1/2008,01:00:00,88.55708109922844
1/1/2008,01:15:00,88.55708109922844
1/1/2008,01:30:00,88.55708109922844
1/1/2008,01:45:00,88.55708109922844
1/1/2008,02:00:00,65.33084687038539
1/1/2008,02:15:00,65.33084687038539
1/1/2008,02:30:00,65.33084687038539
1/1/2008,02:45:00,65.33084687038539
1/1/2008,03:00:00,77.61870141290413
1/1/2008,03:15:00,77.61870141290413
1/1/2008,03:30:00,77.61870141290413
1/1/2008,03:45:00,77.61870141290413
1/1/2008,04:00:00,75.6401442059031
1/1/2008,04:15:00,75.6401442059031
1/1/2008,04:30:00,75.6401442059031
1/1/2008,04:45:00,75.6401442059031
1/1/2008,05:00:00,83.92111191492015
1/1/2008,05:15:00,83.92111191492015
1/1/2008,05:30:00,83.92111191492015
1/1/2008,05:45:00,83.92111191492015
1/1/2008,06:00:00,78.62186390647743
1/1/2008,06:15:00,78.62186390647743
1/1/2008,06:30:00,78.62186390647743
1/1/2008,06:45:00,78.62186390647743
1/1/2008,07:00:00,99.6886892779532
1/1/2008,07:15:00,99.6886892779532
1/1/2008,07:30:00,99.6886892779532
1/1/2008,07:45:00,99.6886892779532
1/1/2008,08:00:00,109.26238331604283
1/1/2008,08:15:00,109.26238331604283
1/1/2008,08:30:00,109.26238331604283
1/1/2008,08:45:00,109.26238331604283
1/1/2008,09:00:00,109.87515278614454
1/1/2008,09:15:00,109.87515278614454
1/1/2008,09:30:00,109.87515278614454
1/1/2008,09:45:00,109.87515278614454
1/1/2008,10:00:00,116.13671066961443
1/1/2008,10:15:00,116.13671066961443
1/1/2008,10:30:00,116.13671066961443
1/1/2008,10:45:00,116.13671066961443
1/1/2008,11:00:00,117.10240895010705
1/1/2008,11:15:00,117.10240895010705
1/1/2008,11:30:00,117.10240895010705
1/1/2008,11:45:00,117.10240895010705
1/1/2008,12:00:00,85.18092856580901
1/1/2008,12:15:00,85.18092856580901
1/1/2008,12:30:00,85.18092856580901
1/1/2008,12:45:00,85.18092856580901
1/1/2008,13:00:00,107.85579362747546
1/1/2008,13:15:00,107.85579362747546
1/1/2008,13:30:00,107.85579362747546
1/1/2008,13:45:00,107.85579362747546
1/1/2008,14:00:00,74.40494900634981
1/1/2008,14:15:00,74.40494900634981
1/1/2008,14:30:00,74.40494900634981
1/1/2008,14:45:00,74.40494900634981
1/1/2008,15:00:00,87.11281891290929
1/1/2008,15:15:00,87.11281891290929
1/1/2008,15:30:00,87.11281891290929
1/1/2008,15:45:00,87.11281891290929
1/1/2008,16:00:00,100.1448430929101
1/1/2008,16:15:00,100.1448430929101
1/1/2008,16:30:00,100.1448430929101
1/1/2008,16:45:00,100.1448430929101
1/1/2008,17:00:00,106.53754540328814
1/1/2008,17:15:00,106.53754540328814
1/1/2008,17:30:00,106.53754540328814
1/1/2008,17:45:00,106.53754540328814
1/1/2008,18:00:00,116.21475282124574
1/1/2008,18:15:00,116.21475282124574
1/1/2008,18:30:00,116.21475282124574
1/1/2008,18:45:00,116.21475282124574
1/1/2008,19:00:00,86.79582378639863
1/1/2008,19:15:00,86.79582378639863
1/1/2008,19:30:00,86.79582378639863
1/1/2008,19:45:00,86.79582378639863
1/1/2008,20:00:00,84.0707700764292
1/1/2008,20:15:00,84.0707700764292
1/1/2008,20:30:00,84.0707700764292
1/1/2008,20:45:00,84.0707700764292
1/1/2008,21:00:00,102.06272001595147
1/1/2008,21:15:00,102.06272001595147
1/1/2008,21:30:00,102.06272001595147
1/1/2008,21:45:00,102.06272001595147
1/1/2008,22:00:00,90.9100484696166
1/1/2008,22:15:00,90.9100484696166
1/1/2008,22:30:00,90.9100484696166
1/1/2008,22:45:00,90.9100484696166
1/1/2008,23:00:00,68.86655601180192
1/1/2008,23:15:00,68.86655601180192
1/1/2008,23:30:00,68.86655601180192
1/1/2008,23:45:00,68.86655601180192
2/1/2008,00:00:00,93.38357484900575
2/1/2008,00:15:00,93.38357484900575
2/1/2008,00:30:00,93.38357484900575
2/1/2008,00:45:00,93.38357484900575
2/1/2008,01:00:00,84.81535667702263
2/1/2008,01:15:00,84.81535667702263
2/1/2008,01:30:00,84.81535667702263
2/1/2008,01:45:00,84.81535667702263
2/1/2008,02:00:00,72.08770147439522
2/1/2008,02:15:00,72.08770147439522
2/1/2008,02:30:00,72.08770147439522
2/1/2008,02:45:00,72.08770147439522
2/1/2008,03:00:00,81.71584184367067
2/1/2008,03:15:00,81.71584184367067
2/1/2008,03:30:00,81.71584184367067
2/1/2008,03:45:00,81.71584184367067
2/1/2008,04:00:00,78.22413892399115
2/1/2008,04:15:00,78.22413892399115
2/1/2008,04:30:00,78.22413892399115
2/1/2008,04:45:00,78.22413892399115
2/1/2008,05:00:00,78.4465568045841
2/1/2008,05:15:00,78.4465568045841
2/1/2008,05:30:00,78.4465568045841
2/1/2008,05:45:00,78.4465568045841
2/1/2008,06:00:00,95.09379011015146
2/1/2008,06:15:00,95.09379011015146
2/1/2008,06:30:00,95.09379011015146
2/1/2008,06:45:00,95.09379011015146
2/1/2008,07:00:00,113.7881741000984
2/1/2008,07:15:00,113.7881741000984
2/1/2008,07:30:00,113.7881741000984
2/1/2008,07:45:00,113.7881741000984
2/1/2008,08:00:00,103.71345398993193
2/1/2008,08:15:00,103.71345398993193
2/1/2008,08:30:00,103.71345398993193
2/1/2008,08:45:00,103.71345398993193
2/1/2008,09:00:00,109.42236404671746
2/1/2008,09:15:00,109.42236404671746
2/1/2008,09:30:00,109.42236404671746
2/1/2008,09:45:00,109.42236404671746
2/1/2008,10:00:00,117.73047058832017
2/1/2008,10:15:00,117.73047058832017
2/1/2008,10:30:00,117.73047058832017
2/1/2008,10:45:00,117.73047058832017
2/1/2008,11:00:00,99.90931383291242
2/1/2008,11:15:00,99.90931383291242
2/1/2008,11:30:00,99.90931383291242
2/1/2008,11:45:00,99.90931383291242
2/1/2008,12:00:00,107.84476672833836
2/1/2008,12:15:00,107.84476672833836
2/1/2008,12:30:00,107.84476672833836
2/1/2008,12:45:00,107.84476672833836
2/1/2008,13:00:00,93.45856107217713
2/1/2008,13:15:00,93.45856107217713
2/1/2008,13:30:00,93.45856107217713
2/1/2008,13:45:00,93.45856107217713
2/1/2008,14:00:00,110.19715492907682
2/1/2008,14:15:00,110.19715492907682
2/1/2008,14:30:00,110.19715492907682
2/1/2008,14:45:00,110.19715492907682
2/1/2008,15:00:00,84.35460801102438
2/1/2008,15:15:00,84.35460801102438
2/1/2008,15:30:00,84.35460801102438
2/1/2008,15:45:00,84.35460801102438
2/1/2008,16:00:00,97.96553349356432
2/1/2008,16:15:00,97.96553349356432
2/1/2008,16:30:00,97.96553349356432
2/1/2008,16:45:00,97.96553349356432
2/1/2008,17:00:00,78.97813305368588
2/1/2008,17:15:00,78.97813305368588
2/1/2008,17:30:00,78.97813305368588
2/1/2008,17:45:00,78.97813305368588
2/1/2008,18:00:00,84.91038051587181
2/1/2008,18:15:00,84.91038051587181
2/1/2008,18:30:00,84.91038051587181
2/1/2008,18:45:00,84.91038051587181
2/1/2008,19:00:00,104.52158058588161
2/1/2008,19:15:00,104.52158058588161
2/1/2008,19:30:00,104.52158058588161
2/1/2008,19:45:00,104.52158058588161
2/1/2008,20:00:00,95.31214103755343
2/1/2008,20:15:00,95.31214103755343
2/1/2008,20:30:00,95.31214103755343
2/1/2008,20:45:00,95.31214103755343
2/1/2008,21:00:00,115.79885650781574
2/1/2008,21:15:00,115.79885650781574
2/1/2008,21:30:00,115.79885650781574
2/1/2008,21:45:00,115.79885650781574
2/1/2008,22:00:00,84.4418447157973
2/1/2008,22:15:00,84.4418447157973
2/1/2008,22:30:00,84.4418447157973
2/1/2008,22:45:00,84.4418447157973
2/1/2008,23:00:00,76.41218663203567
2/1/2008,23:15:00,76.41218663203567
2/1/2008,23:30:00,76.41218663203567
2/1/2008,23:45:00,76.41218663203567
3/1/2008,00:00:00,93.67676578386163
3/1/2008,00:15:00,93.67676578386163
3/1/2008,00:30:00,93.67676578386163
3/1/2008,00:45:00,93.67676578386163
3/1/2008,01:00:00,84.21541945917114
3/1/2008,01:15:00,84.21541945917114
3/1/2008,01:30:00,84.21541945917114
3/1/2008,01:45:00,84.21541945917114
3/1/2008,02:00:00,67.5281260188107
3/1/2008,02:15:00,67.5281260188107
3/1/2008,02:30:00,67.5281260188107
3/1/2008,02:45:00,67.5281260188107
3/1/2008,03:00:00,78.2073046874727
3/1/2008,03:15:00,78.2073046874727
3/1/2008,03:30:00,78.2073046874727
3/1/2008,03:45:00,78.2073046874727
3/1/2008,04:00:00,77.97797281908913
3/1/2008,04:15:00,77.97797281908913
3/1/2008,04:30:00,77.97797281908913
3/1/2008,04:45:00,77.97797281908913
3/1/2008,05:00:00,84.50474913231182
3/1/2008,05:15:00,84.50474913231182
3/1/2008,05:30:00,84.50474913231182
3/1/2008,05:45:00,84.50474913231182
3/1/2008,06:00:00,94.32676045209261
3/1/2008,06:15:00,94.32676045209261
3/1/2008,06:30:00,94.32676045209261
3/1/2008,06:45:00,94.32676045209261
3/1/2008,07:00:00,87.95434387751718
3/1/2008,07:15:00,87.95434387751718
3/1/2008,07:30:00,87.95434387751718
3/1/2008,07:45:00,87.95434387751718
3/1/2008,08:00:00,93.42698055602978
3/1/2008,08:15:00,93.42698055602978
3/1/2008,08:30:00,93.42698055602978
3/1/2008,08:45:00,93.42698055602978
3/1/2008,09:00:00,119.97817717837674
3/1/2008,09:15:00,119.97817717837674
3/1/2008,09:30:00,119.97817717837674
3/1/2008,09:45:00,119.97817717837674
3/1/2008,10:00:00,117.15969106283916
3/1/2008,10:15:00,117.15969106283916
3/1/2008,10:30:00,117.15969106283916
3/1/2008,10:45:00,117.15969106283916
3/1/2008,11:00:00,103.86908337816668
3/1/2008,11:15:00,103.86908337816668
3/1/2008,11:30:00,103.86908337816668
3/1/2008,11:45:00,103.86908337816668
3/1/2008,12:00:00,111.52793202359393
3/1/2008,12:15:00,111.52793202359393
3/1/2008,12:30:00,111.52793202359393
3/1/2008,12:45:00,111.52793202359393
3/1/2008,13:00:00,81.11640716643926
3/1/2008,13:15:00,81.11640716643926
3/1/2008,13:30:00,81.11640716643926
3/1/2008,13:45:00,81.11640716643926
3/1/2008,14:00:00,94.78380680060168
3/1/2008,14:15:00,94.78380680060168
3/1/2008,14:30:00,94.78380680060168
